Variable Information,,,,,,,,,
Variable,Position,Label,Measurement Level,Role,Column Width,Alignment,Print Format,Write Format,
d_income2_japan,487,"Q113JPNb. [ASK IF d_income_japan = 98, 99] Was your household’s total annual income in 2023 3,750,000 yen or less, or was it more than 3,750,000 yen?",Nominal,Input,17,Right,F2,F2,
d_income_kenya,488,"Q113KENa. Which of these income categories does your household fall into counting all wages, salaries, pensions and other income that comes in, before taxes and other deductions?",Nominal,Input,16,Right,F2,F2,
d_income2_kenya,489,"Q113KENb. [ASK IF d_income_kenya = 98, 99] Was your household’s monthly income in 2023 2,000 shillings per month/24,000 shillings per year or less, or was it more than 2,000 shillings per month/24,000 shillings per year?",Nominal,Input,17,Right,F2,F2,
d_income_malaysia,490,"Q113MYSa. Which of the following ranges best describes your monthly household income? Please include all wages, pensions and other incomes that come in, before taxes.",Nominal,Input,19,Right,F2,F2,
d_income2_malaysia,491,"Q113MYSb. [ASK IF d_income_malaysia = 98, 99] Was your household’s monthly income in 2023 less than RM 6,000, or was it more than RM 6,000?",Nominal,Input,20,Right,F2,F2,
d_income_mexico,492,"Q113MEXa. Adding together the incomes of all the people who work in your household, which group corresponds with the monthly income of this household?",Nominal,Input,17,Right,F2,F2,
d_income2_mexico,493,"Q113MEXb. [ASK IF d_income_mexico = 98, 99] Was your household’s monthly income in 2023 5,400 pesos or less, or was it more than 5,400 pesos?",Nominal,Input,18,Right,F2,F2,
d_income_netherlands,494,"Q113NLDa. Which of the following ranges best describes your monthly net household income? Please include all wages, pensions and other incomes that come in.",Nominal,Input,22,Right,F2,F2,
d_income2_netherlands,495,"Q113NLDb. [ASK IF d_income_netherlands = 98, 99] Was your household’s net monthly income in 2023 2,800 euros or less, or was it more than 2,800 euros?",Nominal,Input,23,Right,F2,F2,
d_income_nigeria,496,"Q113NGAa. Which of these income categories does your household fall into counting all wages, salaries, pensions and other income that comes in, before taxes and other deductions?",Nominal,Input,18,Right,F2,F2,
d_income2_nigeria,497,"Q113NGAb. [ASK IF d_income_nigeria = 98, 99] Was your household’s total monthly income in 2023 N 40,000 or less, or was it more than N 40,000?",Nominal,Input,19,Right,F2,F2,
d_income_peru,498,"Q113PERa. Which of these groups does your household income fall into, counting all salaries, pensions, and other income received, before taxes and other deductions?",Nominal,Input,15,Right,F2,F2,
d_income2_peru,499,"Q113PERb. [ASK IF d_income_peru = 98, 99] Was your household’s monthly income in 2023 S/. 1,000 or less, or was it more than S/. 1,000?",Nominal,Input,16,Right,F2,F2,
d_income_philippines,500,"Q113PHLa. Which of these monthly income groups does your household fall into counting all wages, salaries, pensions and other incomes that come in, before taxes and other deductions?",Nominal,Input,22,Right,F2,F2,
d_income2_philippines,501,"Q113PHLb. [ASK IF d_income_philippines = 98, 99] Was your household’s monthly income in 2023 P 8,000 or less, or was it more than P 8,000?",Nominal,Input,23,Right,F2,F2,
d_income_poland,502,"Q113POLa. What is your total monthly household income after taxes counting all wages, salaries, pensions, allowances and other incomes that come in?",Nominal,Input,17,Right,F2,F2,
d_income2_poland,503,"Q113POLb. [ASK IF d_income_poland = 98, 99] Was your household’s net monthly income in 2023 5,500 PLN or less, or was it more than 5,500 PLN?",Nominal,Input,18,Right,F2,F2,
d_income_singapore,504,"Q113SGPa. Which of the following ranges best describes your monthly household income? Please include all wages, pensions and other incomes that come in, before taxes.",Nominal,Input,20,Right,F2,F2,
d_income2_singapore,505,"Q113SGPb. [ASK IF d_income_singapore = 98, 99] Was your household’s monthly income in 2023 $5,000 or less, or was it more than $5,000?",Nominal,Input,21,Right,F2,F2,
d_income_safrica,506,"Q113ZAFa. Which of these monthly income categories does your household fall into, counting all wages, salaries, pensions and other income that comes in, before taxes and other deductions?",Nominal,Input,18,Right,F2,F2,
d_income2_safrica,507,"Q113ZAFb. [ASK IF d_income_safrica = 98, 99] Was your household’s monthly income in 2023 R 2,500 or less, or was it more than R 2,500?",Nominal,Input,19,Right,F2,F2,
d_income_skorea,508,"Q113KORa. Which of these monthly income groups does your household fall into counting all wages, salaries, pensions and other incomes that come in before taxes and other deductions?",Nominal,Input,8,Right,F2,F2,
d_income2_skorea,509,"Q113KORb. [ASK IF d_income_skorea = 98, 99] Was your household’s monthly income in 2023 4,000,000 won or less, or was it more than 4,000,000 won?",Nominal,Input,18,Right,F2,F2,
d_income_spain,510,"Q113ESPa. Which of the following ranges best describes your monthly net household income?  Please include all wages, pensions and other incomes that come in.",Nominal,Input,8,Right,F2,F2,
d_income2_spain,511,"Q113ESPb. [ASK IF d_income_spain = 98, 99] Was your household’s net monthly income in 2023 1,750 euros or less, or was it more than 1,750 euros?",Nominal,Input,17,Right,F2,F2,
d_income_srilanka,512,"Q113LKAa. Which of these monthly income groups does your household fall into counting all wages, salaries, pensions and other incomes that come in before taxes and other deductions?",Nominal,Input,19,Right,F2,F2,
d_income2_srilanka,513,"Q113LKAb. [ASK IF d_income_srilanka = 98, 99] Was your household’s monthly income in 2023 Rs 50,000 or less, or was it more than Rs 50,000?",Nominal,Input,20,Right,F2,F2,
d_income_sweden,514,"Q113SWEa. Which of the following ranges best describes your monthly net household income?  Please include all wages, pensions and other income that comes in.",Nominal,Input,8,Right,F2,F2,
d_income2_sweden,515,"Q113SWEb. [ASK IF d_income_sweden = 98, 99] Was your household’s net monthly income in 2023 35,000 kronor or less, or was it more than 35,000 kronor?",Nominal,Input,23,Right,F2,F2,
d_income_thailand,516,"Q113THAa. Which of these monthly income groups does your household income fall into, counting all salaries, pensions, and other income received, before taxes and other deductions?",Nominal,Input,19,Right,F2,F2,
d_income2_thailand,517,"Q113THAb. [ASK IF d_income_thailand = 98, 99] Was your household’s monthly income in 2023 15,000 baht or less, or was it more than 15,000 baht?",Nominal,Input,20,Right,F2,F2,
d_income_tunisia,518,"Q113TUNa. Which of these income groups does your household fall into counting all wages, salaries, pensions and other incomes that come in?",Nominal,Input,18,Right,F2,F2,
d_income2_tunisia,519,"Q113TUNb. [ASK IF d_income_tunisia = 98, 99] Was your household’s monthly income in 2023 900 dinars or less, or was it more than 900 dinars?",Nominal,Input,19,Right,F2,F2,
d_income_turkey,520,"Q113TURa. Which of these monthly income categories does your household fall into counting all wages, salaries, pensions and other income that comes in, after taxes and other deductions?",Nominal,Input,17,Right,F2,F2,
d_income2_turkey,521,"Q113TURb. [ASK IF d_income_turkey = 98, 99] Was your household’s monthly income in 2023 26,400 TRY or less, or was it more than 26,400 TRY?",Nominal,Input,18,Right,F2,F2,
d_income_uk_cat,522,"Q113GBRa. Tell me which income group your household falls into, counting all wages, salaries, benefits, pensions and other incomes that come in. You can answer in annual, monthly or weekly terms. What do you prefer?",Nominal,Input,17,Right,F2,F2,
d_income_uk_year,523,"Q113GBRb. [ASK IF d_income_uk_cat = 1] Which of these annual income groups does your household fall into, counting all wages, salaries, benefits, pensions and other incomes that come in?",Nominal,Input,18,Right,F2,F2,
d_income_uk_month,524,"Q113GBRc. [ASK IF d_income_uk_cat = 2] Which of these monthly income groups does your household fall into, counting all wages, salaries, benefits, pensions and other incomes that come in?",Nominal,Input,19,Right,F2,F2,
d_income_uk_week,525,"Q113GBRd. [ASK IF d_income_uk_cat = 3] Which of these weekly income groups does your household fall into, counting all wages, salaries, benefits, pensions and other incomes that come in?",Nominal,Input,18,Right,F2,F2,
d_income2_uk,526,"Q113GBRe. [ASK IF d_income_uk_cat/d_income_uk_year/d_income_uk_month/d_income_uk_week = 98, 99] Was your household’s weekly/monthly/annual income in 2023 300 pounds/1,650 pounds/45,000 pounds or less, or was it more than that?",Nominal,Input,14,Right,F2,F2,
d_ethnicity_brazil,527,Q114BRA. Which race do you belong to?,Nominal,Input,20,Right,F2,F2,
d_ethnicity_israel,528,"Q114ISR. What is your nationhood (Le’om)? Jewish, Arab or other?",Nominal,Input,20,Right,F2,F2,
d_ethnicity_safrica,529,Q114ZAF. What is the race/ethnicity of the respondent?,Nominal,Input,21,Right,F2,F2,
d_identity_singapore,530,Q114SGP. What is your race?,Nominal,Input,22,Right,F2,F2,
hhpeople,531,"Q115a. How many people live in your household, including yourself?",Nominal,Input,12,Right,F2,F2,
adults,532,"Q115b. [ASK IF d_hhpeople > 1, 98, 99] How many people who live in your household, including yourself, are adults, age 18 and older?",Nominal,Input,10,Right,F2,F2,
d_ptyid_proximity_argentina,533,Q116ARGa. Which political party do you identify with most?,Nominal,Input,29,Right,F2,F2,
d_ptyid_proximity_australia,534,Q116AUSa. Which political party do you feel closest to?,Nominal,Input,8,Right,F3,F3,
d_ptyid_proximity_bangladesh,535,Q116BGDa. Which political party do you identify with most?,Nominal,Input,30,Right,F2,F2,
d_ptyid_proximity_brazil,536,Q116BRAa. Which political party do you most identify with?,Nominal,Input,26,Right,F2,F2,
d_ptyid_proximity_canada,537,"Q116CANa. Which federal political party do you usually feel closest to, if any?",Nominal,Input,26,Right,F2,F2,
d_ptyid_proximity_chile,538,Q116CHLa. Which political party do you identify with most?,Nominal,Input,25,Right,F2,F2,
d_ptyid_proximity_colombia,539,Q116COLa. Which political party do you identify with most?,Nominal,Input,28,Right,F2,F2,
d_ptyid_proximity_france,540,"Q116FRAa. Which political party do you feel is closest to you, or, shall we say, not very far from you?",Nominal,Input,26,Right,F2,F2,
d_ptyid_proximity_germany,541,Q116DEUa. Which political party do you feel closest to?,Nominal,Input,27,Right,F2,F2,
d_ptyid_proximity_ghana,542,Q116GHAa. Which political party do you identify with most?,Nominal,Input,25,Right,F2,F2,
d_ptyid_proximity_greece,543,Q116GRCa. Which political party do you feel closest to?,Nominal,Input,26,Right,F2,F2,
d_ptyid_proximity_hungary,544,Q116HUNa. Which political party do you feel closest to?,Nominal,Input,27,Right,F2,F2,
d_ptyid_proximity_india,545,Q116INDa. Which political party do you support?,Nominal,Input,25,Right,F2,F2,
d_ptyid_proximity_indonesia,546,"Q116IDNa. Which political party, if any, do you feel is closer to your ideas?",Nominal,Input,29,Right,F2,F2,
d_ptyid_proximity_israel,547,Q116ISRa. Which political party do you feel closest to?,Nominal,Input,26,Right,F2,F2,
d_ptyid_proximity_italy,548,Q116ITAa. Which political party do you feel closest to?,Nominal,Input,25,Right,F2,F2,
d_ptyid_proximity_japan,549,Q116JPNa. Which political party do you support on a regular basis?,Nominal,Input,25,Right,F2,F2,
d_ptyid_proximity_kenya,550,Q116KENa. Which political party do you support?,Nominal,Input,25,Right,F2,F2,
d_ptyid_proximity_malaysia,551,"Q116MYSa. Which political party, if any, do you feel closest to?",Nominal,Input,28,Right,F2,F2,
d_ptyid_proximity_mexico,552,"Q116MEXa. Disregarding whom you voted for in the past, which party do you most identify with?",Nominal,Input,26,Right,F2,F2,
d_ptyid_proximity_netherlands,553,Q116NLDa. Which political party do you feel closest to?,Nominal,Input,31,Right,F2,F2,
d_ptyid_proximity_nigeria,554,"Q116NGAa. Which political party, if any, do you feel closest to?",Nominal,Input,27,Right,F2,F2,
d_ptyid_proximity_peru,555,Q116PERa. Which political party do you identify with most?,Nominal,Input,24,Right,F2,F2,
d_ptyid_proximity_philippines,556,"Q116PHLa. Which political party, if any, do you feel closest to?",Nominal,Input,31,Right,F2,F2,
d_ptyid_proximity_poland,557,Q116POLa. With which political party’s views do you most sympathize?,Nominal,Input,26,Right,F2,F2,
d_ptyid_proximity_singapore,558,"Q116SGPa. Which Singaporean political party do you feel closest to, if any?",Nominal,Input,29,Right,F2,F2,
d_ptyid_proximity_safrica,559,"Q116ZAFa. To which political party, if any, do you feel closest?",Nominal,Input,27,Right,F2,F2,
d_ptyid_proximity_spain,560,Q116ESPa. Which political party do you feel more sympathy for or is closest to your ideas?,Nominal,Input,25,Right,F2,F2,
d_ptyid_proximity_srilanka,561,"Q116LKAa. Which political party, if any, do you feel closest to?",Nominal,Input,28,Right,F2,F2,
d_ptyid_proximity_sweden,562,Q116SWEa. To which political party do you feel closest?,Nominal,Input,26,Right,F2,F2,
d_ptyid_proximity_thailand,563,Q116THAa. Which political party do you identify with most?,Nominal,Input,28,Right,F2,F2,
d_ptyid_proximity_turkey,564,Q116TURa. Which political party do you feel yourself close to?,Nominal,Input,26,Right,F2,F2,
d_ptyid_proximity_uk,565,Q116GBRa. Which political party do you feel closest to?,Nominal,Input,22,Right,F2,F2,
d_ptyid_proximity_lean,566,"Q116b. [ASK IF d_ptyid_proximity_country = 97, 98, 99] Even if you do not feel particularly close to one party, is there any party you feel somewhat closer to than others?",Nominal,Input,24,Right,F2,F2,
d_ptylean_argentina,567,Q116ARGc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,21,Right,F2,F2,
d_ptylean_australia,568,Q116AUSc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,8,Right,F3,F3,
d_ptylean_bangladesh,569,Q116BGDc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,22,Right,F2,F2,
d_ptylean_brazil,570,Q116BRAc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,18,Right,F2,F2,
d_ptylean_canada,571,Q116CANc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,18,Right,F2,F2,
d_ptylean_chile,572,Q116CHLc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,17,Right,F2,F2,
d_ptylean_colombia,573,Q116COLc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,20,Right,F2,F2,
d_ptylean_france,574,Q116FRAc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,18,Right,F2,F2,
d_ptylean_germany,575,Q116DEUc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,19,Right,F2,F2,
d_ptylean_ghana,576,Q116GHAc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,17,Right,F2,F2,
d_ptylean_greece,577,Q116GRCc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,18,Right,F2,F2,
d_ptylean_hungary,578,Q116HUNc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,19,Right,F2,F2,
d_ptylean_india,579,Q116INDc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,17,Right,F2,F2,
d_ptylean_indonesia,580,Q116IDNc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,21,Right,F2,F2,
d_ptylean_israel,581,Q116ISRc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,18,Right,F2,F2,
d_ptylean_italy,582,Q116ITAc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,17,Right,F2,F2,
d_ptylean_japan,583,Q116JPNc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,17,Right,F2,F2,
d_ptylean_kenya,584,Q116KENc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,17,Right,F2,F2,
d_ptylean_malaysia,585,Q116MYSc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,20,Right,F2,F2,
d_ptylean_mexico,586,Q116MEXc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,18,Right,F2,F2,
d_ptylean_netherlands,587,Q116NLDc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,23,Right,F2,F2,
d_ptylean_nigeria,588,Q116NGAc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,19,Right,F2,F2,
d_ptylean_peru,589,Q116PERc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,16,Right,F2,F2,
d_ptylean_philippines,590,Q116PHLc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,23,Right,F2,F2,
d_ptylean_poland,591,Q116POLc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,18,Right,F2,F2,
d_ptylean_singapore,592,Q116SGPc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,21,Right,F2,F2,
d_ptylean_safrica,593,Q116ZAFc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,19,Right,F2,F2,
d_ptylean_spain,594,Q116ESPc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,17,Right,F2,F2,
d_ptylean_srilanka,595,Q116LKAc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,20,Right,F2,F2,
d_ptylean_sweden,596,Q116SWEc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,18,Right,F2,F2,
d_ptylean_thailand,597,Q116THAc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,20,Right,F2,F2,
d_ptylean_turkey,598,Q116TURc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,18,Right,F2,F2,
d_ptylean_uk,599,Q116GBRc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,14,Right,F2,F2,
political_scale2,600,"Q117a. Some people talk about politics in terms of left, center and right. On a left-right scale from 0 to 6, with 0 indicating extreme left and 6 indicating extreme right, where would you place yourself?",Nominal,Input,18,Right,F2,F2,
political_scale3,601,"Q117b. Some people talk about politics in terms of progressive, center and conservative. On a scale from 0 to 6, with 0 indicating extremely progressive and 6 indicating extremely conservative, where would you place yourself?",Nominal,Input,18,Right,F2,F2,
political_scale_aus,602,Q117AUS. Political scale - Australia,Nominal,Input,21,Right,F8.2,F8.2,
home_phone,603,"Q118. Now thinking about your telephone use, is there at least one telephone INSIDE your home that is currently working and is not a cell phone?",Nominal,Input,16,Right,F2,F2,
working_cell,604,"Q119. Now thinking about your telephone use, do you have a working cell phone?",Nominal,Input,16,Right,F2,F2,
social_net,605,"Q120. Do you ever use online social media sites like Facebook, Instagram, WhatsApp, TikTok, [INSERT OTHER COUNTRY-SPECIFIC EXAMPLES]?",Nominal,Input,12,Right,F2,F2,
post_issues,606,"Q121. [ASK IF social_net = 1] How often, if ever, do you post or share things about political or social issues on social media – often, sometimes, rarely or never?",Ordinal,Input,8,Right,F8,F8,
post_conflict,607,"Q122. [ASK IF post_issues = 1, 2, 3] How often, if ever, do you post or share things about the war between Israel and Hamas on social media – often, sometimes, rarely or never?",Ordinal,Input,8,Right,F8,F8,
censor_graphic,608,"Q123a. Thinking about the war between Israel and Hamas, do you think people should or should not be allowed to post each of the following on social media sites? a. Videos or images showing graphic violence in the war",Ordinal,Input,8,Right,F8,F8,
censor_critic,609,"Q123b. Thinking about the war between Israel and Hamas, do you think people should or should not be allowed to post each of the following on social media sites? b. Posts that criticize the Israeli government’s actions in the war",Ordinal,Input,8,Right,F8,F8,
censor_civilian,610,"Q123c. Thinking about the war between Israel and Hamas, do you think people should or should not be allowed to post each of the following on social media sites? c. Posts that express sympathy for civilians in Gaza",Ordinal,Input,8,Right,F8,F8,
censor_violence,611,"Q123d. Thinking about the war between Israel and Hamas, do you think people should or should not be allowed to post each of the following on social media sites? d. Posts that call for violence",Ordinal,Input,8,Right,F8,F8,
censor_hamas,612,"Q123e. Thinking about the war between Israel and Hamas, do you think people should or should not be allowed to post each of the following on social media sites? e. Posts that show support for Hamas",Ordinal,Input,8,Right,F8,F8,
region_canada,613,Q124CAN. Region - Canada,Nominal,Input,15,Right,F2,F2,
region_france,614,Q124FRA. Region - France,Nominal,Input,15,Right,F2,F2,
region_germany,615,Q124DEU. Region - Germany,Nominal,Input,16,Right,F2,F2,
region_greece,616,Q124GRC. Region - Greece,Nominal,Input,15,Right,F2,F2,
region_hungary,617,Q124HUN. Region - Hungary,Nominal,Input,16,Right,F8.2,F8.2,
region_italy,618,Q124ITA. Region - Italy,Nominal,Input,20,Right,F2,F2,
region_netherlands,619,Q124NLD. Region - Netherlands,Nominal,Input,20,Right,F2,F2,
region_poland,620,Q124POL. Region - Poland,Nominal,Input,12,Right,F1,F1,
region_spain,621,Q124ESP. Region - Spain,Nominal,Input,14,Right,F2,F2,
region_sweden,622,Q124SWE. Region - Sweden,Nominal,Input,12,Right,F2,F2,
region_uk,623,Q124GBR. Region - UK,Nominal,Input,12,Right,F2,F2,
region_australia,624,Q124AUS. Region - Australia,Nominal,Input,8,Right,F3,F3,
region_bangladesh,625,Q124BGD. Region - Bangladesh,Nominal,Input,19,Right,F8.2,F8.2,
region_india,626,Q124IND. Region - India,Nominal,Input,14,Right,F8.2,F8.2,
region_indonesia,627,Q124IDN. Region - Indonesia,Nominal,Input,18,Right,F8.2,F8.2,
region_japan,628,Q124JPN. Region - Japan,Nominal,Input,15,Right,F2,F2,
region_malaysia,629,Q124MYS. Region - Malaysia,Nominal,Input,17,Right,F2,F2,
region_philippines,630,Q124PHL. Region - Philippines,Nominal,Input,20,Right,F8.2,F8.2,
region_singapore,631,Q124SGP. Region - Singapore,Nominal,Input,18,Right,F8.2,F8.2,
region_skorea,632,Q124KOR. Region - South Korea,Nominal,Input,14,Right,F2,F2,
region_srilanka,633,Q124LKA. Region - Sri Lanka,Nominal,Input,17,Right,F8.2,F8.2,
region_thailand,634,Q124THA. Region - Thailand,Nominal,Input,17,Right,F8.2,F8.2,
region_israel,635,Q124ISRa. Region - Israel,Nominal,Input,15,Right,F8.2,F8.2,
reg_eth_israel,636,Q124ISRb. Region is majority Jewish or majority Arab,Nominal,Input,16,Right,F8.2,F8.2,
region_tunisia,637,Q124TUN. Region - Tunisia,Nominal,Input,16,Right,F8.2,F8.2,
region_turkey,638,Q124TUR. Region - Turkey,Nominal,Input,12,Right,F2,F2,
region_ghana,639,Q124GHA. Region - Ghana,Nominal,Input,12,Right,F2,F2,
region_kenya,640,Q124KEN. Region - Kenya,Nominal,Input,12,Right,F1,F1,
region_nigeria,641,Q124NGA. Region - Nigeria,Nominal,Input,12,Right,F1,F1,
region_safrica,642,Q124ZAF. Region - South Africa,Nominal,Input,12,Right,F1,F1,
region_argentina,643,Q124ARG. Region - Argentina,Nominal,Input,18,Right,F8.2,F8.2,
region_brazil,644,Q124BRA. Region - Brazil,Nominal,Input,15,Right,F8.2,F8.2,
region_chile,645,Q124CHL. Region - Chile,Nominal,Input,14,Right,F8.2,F8.2,
region_colombia,646,Q124COL. Region - Colombia,Nominal,Input,17,Right,F8.2,F8.2,
region_mexico,647,Q124MEX. Region - Mexico,Nominal,Input,12,Right,F1,F1,
region_peru,648,Q124PER. Region - Peru,Nominal,Input,13,Right,F8.2,F8.2,
urbanicity,649,Urbanicity (in face-to-face countries only),Nominal,Input,12,Right,F8.2,F8.2,
popsize_chile,650,Population size - Chile,Nominal,Input,15,Right,F8.2,F8.2,
qdate_s,651,START date of interview (DD/MM/YYYY):,Scale,Input,10,Right,EDATE10,EDATE10,
qdate_e,652,END date of interview (DD/MM/YYYY):,Scale,Input,10,Right,EDATE10,EDATE10,
phone_sample,653,Telephone sample source,Nominal,Input,50,Right,F1,F1,
